booking_id,arrival_date,departure_date,room_cat_id,guests,channel,rate_paid_eur,days_before_arrival,status
BK-00942,2025-04-09,2025-04-10,dob-001,2,DIRECT,137.96,4,CONFIRMED
BK-00943,2025-04-09,2025-04-10,sui-001,3,BOOKING,220.82,0,CONFIRMED
BK-00944,2025-04-09,2025-04-10,dob-001,1,AIRBNB,115.73,7,CONFIRMED
BK-00945,2025-04-09,2025-04-12,dob-001,2,BOOKING,120.7,0,CANCELLED
BK-00946,2025-04-10,2025-04-12,dob-001,2,EXPEDIA,126.54,5,CONFIRMED
BK-00947,2025-04-10,2025-04-11,sup-001,2,BOOKING,165.84,8,CONFIRMED
BK-00948,2025-04-10,2025-04-12,sup-001,2,AIRBNB,159.67,9,CONFIRMED
BK-00949,2025-04-10,2025-04-14,sup-001,2,DIRECT,168.37,15,CONFIRMED
BK-00950,2025-04-10,2025-04-12,dob-001,1,DIRECT,140.29,4,CONFIRMED
BK-00951,2025-04-10,2025-04-11,dob-001,2,DIRECT,129.7,18,CONFIRMED
BK-00952,2025-04-10,2025-04-11,sup-001,2,EXPEDIA,160.39,14,CONFIRMED
BK-00953,2025-04-10,2025-04-13,dob-001,2,DIRECT,134.4,0,CONFIRMED
BK-00954,2025-04-10,2025-04-13,dob-001,2,BOOKING,127.47,0,CONFIRMED
BK-00955,2025-04-11,2025-04-13,sup-001,2,BOOKING,196.3,7,CONFIRMED
BK-00956,2025-04-11,2025-04-12,sup-001,2,BOOKING,197.64,23,CONFIRMED
BK-00957,2025-04-11,2025-04-14,dob-001,1,BOOKING,156.64,29,CONFIRMED
BK-00958,2025-04-11,2025-04-12,dob-001,1,DIRECT,167.52,3,CONFIRMED
BK-00959,2025-04-11,2025-04-13,dob-001,1,BOOKING,150.25,24,CONFIRMED
BK-00960,2025-04-11,2025-04-12,sup-001,2,DIRECT,226.22,19,CONFIRMED
BK-00961,2025-04-11,2025-04-13,dob-001,2,BOOKING,162.08,11,CONFIRMED
BK-00962,2025-04-11,2025-04-12,dob-001,2,EXPEDIA,150.13,39,CONFIRMED
BK-00963,2025-04-11,2025-04-12,dob-001,1,DIRECT,176.64,6,CONFIRMED
BK-00964,2025-04-11,2025-04-13,sup-001,2,BOOKING,205.37,0,CONFIRMED
BK-00965,2025-04-11,2025-04-12,sup-001,1,DIRECT,228.27,15,CONFIRMED
BK-00966,2025-04-11,2025-04-12,sui-001,2,BOOKING,276.94,15,CONFIRMED
BK-00967,2025-04-11,2025-04-12,sup-001,2,DIRECT,210.43,19,CONFIRMED
BK-00968,2025-04-12,2025-04-16,sup-001,2,BOOKING,199.82,14,CONFIRMED
BK-00969,2025-04-12,2025-04-15,sup-001,1,DIRECT,230.21,7,CONFIRMED
BK-00970,2025-04-12,2025-04-14,sup-001,1,BOOKING,205.69,0,CONFIRMED
BK-00971,2025-04-12,2025-04-14,sup-001,2,EXPEDIA,204.37,11,CONFIRMED
BK-00972,2025-04-12,2025-04-13,dob-001,2,AIRBNB,151.41,2,CONFIRMED
BK-00973,2025-04-12,2025-04-13,sui-001,1,EXPEDIA,271.59,17,CONFIRMED
BK-00974,2025-04-12,2025-04-15,dob-001,2,DIRECT,174.93,22,CONFIRMED
BK-00975,2025-04-12,2025-04-13,dob-001,2,EXPEDIA,164.19,6,CONFIRMED
BK-00976,2025-04-12,2025-04-15,sup-001,1,BOOKING,209.42,0,CONFIRMED
BK-00977,2025-04-12,2025-04-13,dob-001,1,BOOKING,154.83,22,CONFIRMED
BK-00978,2025-04-12,2025-04-13,dob-001,1,AIRBNB,156.46,13,CONFIRMED
BK-00979,2025-04-12,2025-04-13,sui-001,2,DIRECT,294.09,19,CONFIRMED
BK-00980,2025-04-12,2025-04-13,dob-001,2,DIRECT,166.22,18,CONFIRMED
BK-00981,2025-04-13,2025-04-15,sup-001,2,EXPEDIA,280.52,39,CANCELLED
BK-00982,2025-04-13,2025-04-14,dob-001,2,BOOKING,216.8,68,CANCELLED
BK-00983,2025-04-13,2025-04-14,dob-001,2,BOOKING,208.77,69,CANCELLED
BK-00984,2025-04-13,2025-04-15,dob-001,2,DIRECT,218.58,73,CONFIRMED
BK-00985,2025-04-13,2025-04-14,sui-001,3,BOOKING,367.68,66,CONFIRMED
BK-00986,2025-04-13,2025-04-14,dob-001,1,EXPEDIA,202.68,42,CONFIRMED
BK-00987,2025-04-13,2025-04-14,sup-001,2,DIRECT,303.27,41,CONFIRMED
BK-00988,2025-04-13,2025-04-14,sup-001,1,DIRECT,301.92,71,CONFIRMED
BK-00989,2025-04-13,2025-04-14,sui-001,3,DIRECT,403.26,91,CONFIRMED
BK-00990,2025-04-13,2025-04-16,sup-001,2,DIRECT,297.65,72,CONFIRMED
BK-00991,2025-04-13,2025-04-14,dob-001,2,BOOKING,218.59,48,CONFIRMED
BK-00992,2025-04-13,2025-04-14,dob-001,2,BOOKING,208.87,91,CONFIRMED
BK-00993,2025-04-13,2025-04-15,dob-001,2,EXPEDIA,207.99,86,CONFIRMED
BK-00994,2025-04-13,2025-04-14,dob-001,1,DIRECT,232.24,37,CONFIRMED
BK-00995,2025-04-13,2025-04-19,dob-001,1,DIRECT,219.09,26,CONFIRMED
BK-00996,2025-04-13,2025-04-15,dob-001,1,BOOKING,214.76,55,CONFIRMED
BK-00997,2025-04-14,2025-04-15,sui-001,2,DIRECT,402.89,56,CONFIRMED
BK-00998,2025-04-14,2025-04-15,dob-001,2,EXPEDIA,216.41,64,NO_SHOW
BK-00999,2025-04-14,2025-04-16,sui-001,2,AIRBNB,341.6,44,CONFIRMED
BK-01000,2025-04-14,2025-04-16,sup-001,2,EXPEDIA,264.4,49,CONFIRMED
BK-01001,2025-04-14,2025-04-16,dob-001,1,EXPEDIA,201.22,51,CONFIRMED
BK-01002,2025-04-14,2025-04-17,dob-001,2,BOOKING,210.55,23,CONFIRMED
BK-01003,2025-04-14,2025-04-16,sup-001,1,BOOKING,282.94,40,CONFIRMED
BK-01004,2025-04-14,2025-04-19,dob-001,1,EXPEDIA,214.43,69,CONFIRMED
BK-01005,2025-04-14,2025-04-16,dob-001,1,AIRBNB,208.36,27,CONFIRMED
BK-01006,2025-04-14,2025-04-18,dob-001,2,BOOKING,211.51,65,CONFIRMED
BK-01007,2025-04-14,2025-04-15,dob-001,2,BOOKING,202.48,24,CONFIRMED
BK-01008,2025-04-14,2025-04-15,sup-001,2,AIRBNB,265.91,63,CONFIRMED
BK-01009,2025-04-14,2025-04-15,dob-001,2,DIRECT,235.88,36,CONFIRMED
BK-01010,2025-04-14,2025-04-16,sup-001,2,EXPEDIA,271.38,48,CONFIRMED
BK-01011,2025-04-14,2025-04-15,dob-001,2,BOOKING,208.1,69,CONFIRMED
BK-01012,2025-04-14,2025-04-15,dob-001,2,BOOKING,214.95,31,CONFIRMED
BK-01013,2025-04-15,2025-04-18,sup-001,2,EXPEDIA,261.05,53,CONFIRMED
BK-01014,2025-04-15,2025-04-16,sup-001,2,BOOKING,273.16,35,CONFIRMED
BK-01015,2025-04-15,2025-04-17,dob-001,1,AIRBNB,205.22,61,CANCELLED
BK-01016,2025-04-15,2025-04-17,dob-001,2,AIRBNB,201.63,63,CONFIRMED
BK-01017,2025-04-15,2025-04-16,dob-001,1,AIRBNB,195.86,25,CONFIRMED
BK-01018,2025-04-15,2025-04-16,dob-001,1,DIRECT,221.26,80,CONFIRMED
BK-01019,2025-04-15,2025-04-16,dob-001,1,BOOKING,200.73,57,CONFIRMED
BK-01020,2025-04-15,2025-04-16,dob-001,1,BOOKING,216.88,64,CONFIRMED
BK-01021,2025-04-15,2025-04-16,dob-001,2,EXPEDIA,201.92,60,CONFIRMED
BK-01022,2025-04-15,2025-04-17,dob-001,2,BOOKING,204.41,40,CONFIRMED
BK-01023,2025-04-15,2025-04-16,sui-001,3,AIRBNB,342.3,26,CONFIRMED
BK-01024,2025-04-15,2025-04-16,dob-001,1,BOOKING,207.34,48,CANCELLED
BK-01025,2025-04-15,2025-04-17,sui-001,2,BOOKING,366.2,59,CANCELLED
BK-01026,2025-04-15,2025-04-16,sui-001,1,AIRBNB,348.5,60,CANCELLED
BK-01027,2025-04-15,2025-04-18,sup-001,2,BOOKING,258.92,39,CONFIRMED
BK-01028,2025-04-15,2025-04-17,sup-001,2,DIRECT,282.39,47,CONFIRMED
BK-01029,2025-04-16,2025-04-17,sup-001,2,BOOKING,266.98,47,CANCELLED
BK-01030,2025-04-16,2025-04-18,dob-001,1,BOOKING,206.67,87,NO_SHOW
BK-01031,2025-04-16,2025-04-18,dob-001,2,DIRECT,235.9,82,CONFIRMED
BK-01032,2025-04-16,2025-04-17,sup-001,2,AIRBNB,258.67,60,CONFIRMED
BK-01033,2025-04-16,2025-04-18,sup-001,1,DIRECT,288.64,45,CONFIRMED
BK-01034,2025-04-16,2025-04-19,sup-001,1,BOOKING,276.59,33,CONFIRMED
BK-01035,2025-04-16,2025-04-18,dob-001,2,AIRBNB,207.91,76,CONFIRMED
BK-01036,2025-04-16,2025-04-17,dob-001,1,BOOKING,204.42,62,CONFIRMED
BK-01037,2025-04-16,2025-04-17,dob-001,2,DIRECT,234.08,63,CONFIRMED
BK-01038,2025-04-16,2025-04-19,dob-001,2,BOOKING,213.36,72,CONFIRMED
BK-01039,2025-04-16,2025-04-18,sup-001,1,BOOKING,273.15,74,CONFIRMED
BK-01040,2025-04-16,2025-04-18,dob-001,1,EXPEDIA,220.33,66,CONFIRMED
BK-01041,2025-04-16,2025-04-18,sup-001,2,DIRECT,305.93,86,CONFIRMED
BK-01042,2025-04-16,2025-04-20,dob-001,2,BOOKING,213.78,49,CONFIRMED
BK-01043,2025-04-16,2025-04-17,dob-001,2,EXPEDIA,208.93,56,CONFIRMED
BK-01044,2025-04-16,2025-04-17,dob-001,2,DIRECT,232.19,80,CONFIRMED
BK-01045,2025-04-17,2025-04-18,sui-001,2,DIRECT,380.89,49,CONFIRMED
BK-01046,2025-04-17,2025-04-20,dob-001,2,BOOKING,204.76,86,CONFIRMED
BK-01047,2025-04-17,2025-04-18,dob-001,1,DIRECT,233.05,73,CONFIRMED
BK-01048,2025-04-17,2025-04-19,sup-001,2,BOOKING,259.33,13,CONFIRMED
BK-01049,2025-04-17,2025-04-18,dob-001,1,EXPEDIA,205.83,78,CONFIRMED
BK-01050,2025-04-17,2025-04-18,sup-001,2,EXPEDIA,268.03,49,CONFIRMED
BK-01051,2025-04-17,2025-04-19,dob-001,2,DIRECT,233.49,79,CONFIRMED
BK-01052,2025-04-17,2025-04-19,sui-001,3,DIRECT,395.08,61,CONFIRMED
BK-01053,2025-04-17,2025-04-18,dob-001,2,DIRECT,228.46,63,CONFIRMED
BK-01054,2025-04-17,2025-04-18,sup-001,2,BOOKING,264.28,47,CONFIRMED
BK-01055,2025-04-17,2025-04-18,sup-001,2,DIRECT,304.24,60,CANCELLED
BK-01056,2025-04-17,2025-04-18,sup-001,2,DIRECT,278.54,42,CONFIRMED
BK-01057,2025-04-17,2025-04-19,sup-001,2,DIRECT,284.03,73,CONFIRMED
BK-01058,2025-04-17,2025-04-20,dob-001,1,EXPEDIA,214.09,43,CONFIRMED
BK-01059,2025-04-17,2025-04-19,sui-001,2,DIRECT,383.5,44,CANCELLED
BK-01060,2025-04-17,2025-04-19,dob-001,1,DIRECT,220.52,46,CONFIRMED
BK-01061,2025-04-18,2025-04-20,dob-001,2,DIRECT,271.18,43,CANCELLED
BK-01062,2025-04-18,2025-04-23,dob-001,1,BOOKING,248.76,88,CONFIRMED
BK-01063,2025-04-18,2025-04-19,dob-001,2,BOOKING,250.29,73,CONFIRMED
BK-01064,2025-04-18,2025-04-20,sui-001,2,DIRECT,465.58,62,CONFIRMED
BK-01065,2025-04-18,2025-04-21,sui-001,3,DIRECT,510.31,62,CONFIRMED
BK-01066,2025-04-18,2025-04-19,dob-001,2,EXPEDIA,271.06,50,CANCELLED
BK-01067,2025-04-18,2025-04-21,sui-001,1,AIRBNB,416.86,91,CONFIRMED
BK-01068,2025-04-18,2025-04-19,dob-001,2,BOOKING,246.98,43,CONFIRMED
BK-01069,2025-04-18,2025-04-19,sup-001,2,BOOKING,346.64,93,CONFIRMED
BK-01070,2025-04-18,2025-04-22,sui-001,2,AIRBNB,428.86,71,CONFIRMED
BK-01071,2025-04-18,2025-04-19,sup-001,2,BOOKING,332.99,36,CONFIRMED
BK-01072,2025-04-18,2025-04-19,dob-001,2,EXPEDIA,252.73,58,CONFIRMED
BK-01073,2025-04-18,2025-04-22,dob-001,1,BOOKING,256.03,71,CONFIRMED
BK-01074,2025-04-18,2025-04-21,dob-001,2,BOOKING,260.03,98,CONFIRMED
BK-01075,2025-04-18,2025-04-19,dob-001,1,BOOKING,256.81,32,CONFIRMED
BK-01076,2025-04-18,2025-04-19,dob-001,1,EXPEDIA,250.43,66,CONFIRMED
BK-01077,2025-04-19,2025-04-21,dob-001,1,BOOKING,266.12,31,CONFIRMED
BK-01078,2025-04-19,2025-04-20,sui-001,1,DIRECT,474.15,57,CONFIRMED
BK-01079,2025-04-19,2025-04-20,dob-001,2,EXPEDIA,271.61,40,CONFIRMED
BK-01080,2025-04-19,2025-04-21,sup-001,1,AIRBNB,327.7,0,CONFIRMED
BK-01081,2025-04-19,2025-04-20,sup-001,2,BOOKING,342.91,36,CONFIRMED
BK-01082,2025-04-19,2025-04-20,dob-001,2,DIRECT,279.86,64,CONFIRMED
BK-01083,2025-04-19,2025-04-21,sup-001,2,EXPEDIA,343.21,55,CONFIRMED
BK-01084,2025-04-19,2025-04-20,sup-001,2,BOOKING,336.77,71,CONFIRMED
BK-01085,2025-04-19,2025-04-23,dob-001,2,DIRECT,284.61,48,CONFIRMED
BK-01086,2025-04-19,2025-04-21,dob-001,1,BOOKING,266.1,77,CONFIRMED
BK-01087,2025-04-19,2025-04-20,sui-001,2,AIRBNB,445.91,38,CONFIRMED
BK-01088,2025-04-19,2025-04-20,sui-001,2,BOOKING,435.04,43,CONFIRMED
BK-01089,2025-04-19,2025-04-21,sup-001,1,AIRBNB,323.47,55,CONFIRMED
BK-01090,2025-04-19,2025-04-20,dob-001,2,DIRECT,271.96,58,CONFIRMED
BK-01091,2025-04-19,2025-04-20,sup-001,2,DIRECT,348.54,73,CONFIRMED
BK-01092,2025-04-19,2025-04-21,dob-001,1,BOOKING,268.18,44,CANCELLED
BK-01093,2025-04-20,2025-04-21,dob-001,2,BOOKING,211.84,22,CONFIRMED
BK-01094,2025-04-20,2025-04-22,dob-001,1,DIRECT,216.91,31,CONFIRMED
BK-01095,2025-04-20,2025-04-23,dob-001,2,BOOKING,214.98,34,CONFIRMED
BK-01096,2025-04-20,2025-04-23,dob-001,2,BOOKING,205.75,66,CONFIRMED
BK-01097,2025-04-20,2025-04-23,sup-001,1,DIRECT,304.99,57,CONFIRMED
BK-01098,2025-04-20,2025-04-22,dob-001,2,BOOKING,217.78,37,CONFIRMED
BK-01099,2025-04-20,2025-04-22,dob-001,2,DIRECT,226.65,57,CONFIRMED
BK-01100,2025-04-20,2025-04-22,sui-001,1,AIRBNB,358.43,46,CONFIRMED
BK-01101,2025-04-20,2025-04-22,dob-001,2,DIRECT,232.46,87,CONFIRMED
BK-01102,2025-04-20,2025-04-22,dob-001,1,AIRBNB,191.81,73,CONFIRMED
BK-01103,2025-04-20,2025-04-21,sui-001,2,EXPEDIA,384.04,45,CONFIRMED
BK-01104,2025-04-20,2025-04-23,dob-001,1,EXPEDIA,201.61,55,CONFIRMED
BK-01105,2025-04-20,2025-04-22,dob-001,1,BOOKING,207.02,54,CONFIRMED
BK-01106,2025-04-20,2025-04-21,dob-001,1,EXPEDIA,217.07,49,CONFIRMED
BK-01107,2025-04-20,2025-04-22,sup-001,2,EXPEDIA,257.81,57,CONFIRMED
BK-01108,2025-04-20,2025-04-22,sup-001,2,AIRBNB,247.16,66,CONFIRMED
BK-01109,2025-04-21,2025-04-26,dob-001,1,DIRECT,146.79,9,CONFIRMED
BK-01110,2025-04-21,2025-04-22,sui-001,2,DIRECT,245.17,21,CONFIRMED
BK-01111,2025-04-21,2025-04-22,sup-001,2,DIRECT,181.5,10,CANCELLED
BK-01112,2025-04-21,2025-04-22,dob-001,1,DIRECT,136.37,10,CONFIRMED
BK-01113,2025-04-21,2025-04-23,sup-001,1,BOOKING,178.74,3,CONFIRMED
BK-01114,2025-04-21,2025-04-23,dob-001,2,AIRBNB,131.16,15,CONFIRMED
BK-01115,2025-04-21,2025-04-26,sup-001,2,EXPEDIA,172.81,4,CANCELLED
BK-01116,2025-04-21,2025-04-22,sui-001,2,AIRBNB,221.83,1,CONFIRMED
BK-01117,2025-04-21,2025-04-22,sup-001,1,BOOKING,172.48,12,CONFIRMED
BK-01118,2025-04-22,2025-04-23,sui-001,3,EXPEDIA,220.83,6,CONFIRMED
BK-01119,2025-04-22,2025-04-23,dob-001,1,DIRECT,148.92,15,CONFIRMED
BK-01120,2025-04-22,2025-04-23,sup-001,2,DIRECT,184.52,2,CONFIRMED
BK-01121,2025-04-22,2025-04-24,sui-001,1,DIRECT,250.46,4,CONFIRMED
BK-01122,2025-04-22,2025-04-24,sui-001,3,DIRECT,252.18,11,CONFIRMED
BK-01123,2025-04-22,2025-04-23,dob-001,1,BOOKING,133.77,11,CONFIRMED
BK-01124,2025-04-22,2025-04-23,dob-001,2,DIRECT,148.72,8,CONFIRMED
BK-01125,2025-04-22,2025-04-23,dob-001,1,EXPEDIA,128.69,7,CONFIRMED
BK-01126,2025-04-22,2025-04-23,dob-001,1,BOOKING,126.46,11,CONFIRMED
BK-01127,2025-04-23,2025-04-24,sui-001,2,DIRECT,257.45,5,CONFIRMED
BK-01128,2025-04-23,2025-04-24,sup-001,2,BOOKING,177.69,0,CONFIRMED
BK-01129,2025-04-23,2025-04-24,sup-001,1,EXPEDIA,172.31,0,CONFIRMED
BK-01130,2025-04-23,2025-04-24,dob-001,1,BOOKING,125.57,8,CONFIRMED
BK-01131,2025-04-23,2025-04-25,dob-001,2,BOOKING,131.86,13,CANCELLED
BK-01132,2025-04-23,2025-04-25,sup-001,1,BOOKING,168.54,5,CANCELLED
BK-01133,2025-04-23,2025-04-24,sup-001,1,BOOKING,170.31,5,CANCELLED
BK-01134,2025-04-23,2025-04-25,sup-001,2,EXPEDIA,166.11,0,CONFIRMED
BK-01135,2025-04-23,2025-04-26,dob-001,2,BOOKING,131.41,3,CONFIRMED
BK-01136,2025-04-24,2025-04-25,sup-001,2,BOOKING,162.19,2,CONFIRMED
BK-01137,2025-04-24,2025-04-26,sup-001,2,AIRBNB,156.93,13,CONFIRMED
BK-01138,2025-04-24,2025-04-27,dob-001,1,DIRECT,144.82,2,CANCELLED
BK-01139,2025-04-24,2025-04-25,dob-001,2,BOOKING,135.65,15,CONFIRMED
BK-01140,2025-04-24,2025-04-25,dob-001,2,EXPEDIA,129.47,12,CONFIRMED
BK-01141,2025-04-24,2025-04-27,sui-001,1,DIRECT,255.29,0,CONFIRMED
BK-01142,2025-04-24,2025-04-25,dob-001,1,EXPEDIA,137.92,5,CONFIRMED
BK-01143,2025-04-24,2025-04-27,dob-001,1,DIRECT,148.29,7,CONFIRMED
BK-01144,2025-04-24,2025-04-26,dob-001,2,BOOKING,129.27,1,CONFIRMED
BK-01145,2025-04-25,2025-04-26,dob-001,2,DIRECT,167.92,11,CONFIRMED
BK-01146,2025-04-25,2025-04-26,sup-001,2,BOOKING,210.53,9,CONFIRMED
BK-01147,2025-04-25,2025-04-27,dob-001,2,AIRBNB,153.4,5,CANCELLED
BK-01148,2025-04-25,2025-04-28,dob-001,2,AIRBNB,157.04,15,CANCELLED
BK-01149,2025-04-25,2025-04-26,dob-001,1,BOOKING,166.29,0,CONFIRMED
BK-01150,2025-04-25,2025-04-26,sui-001,3,BOOKING,290.26,18,CONFIRMED
BK-01151,2025-04-25,2025-04-26,sup-001,2,BOOKING,220.27,8,CONFIRMED
BK-01152,2025-04-25,2025-04-28,sui-001,2,DIRECT,316.81,17,CONFIRMED
BK-01153,2025-04-25,2025-04-26,dob-001,2,BOOKING,169.64,23,CONFIRMED
BK-01154,2025-04-25,2025-04-30,sui-001,3,AIRBNB,264.79,19,CONFIRMED
BK-01155,2025-04-25,2025-04-26,dob-001,2,BOOKING,167.45,8,CONFIRMED
BK-01156,2025-04-25,2025-04-27,dob-001,2,BOOKING,161.75,13,CONFIRMED
BK-01157,2025-04-25,2025-04-27,dob-001,1,DIRECT,174.49,11,CONFIRMED
BK-01158,2025-04-26,2025-04-27,sup-001,2,AIRBNB,193.97,10,CONFIRMED
BK-01159,2025-04-26,2025-04-28,dob-001,1,AIRBNB,148.17,0,CONFIRMED
BK-01160,2025-04-26,2025-04-29,sup-001,2,AIRBNB,202.43,10,CONFIRMED
BK-01161,2025-04-26,2025-04-28,dob-001,1,EXPEDIA,167.64,0,CONFIRMED
BK-01162,2025-04-26,2025-04-27,dob-001,1,DIRECT,183.31,6,CONFIRMED
BK-01163,2025-04-26,2025-04-27,sup-001,2,BOOKING,200.85,13,CANCELLED
BK-01164,2025-04-26,2025-04-29,dob-001,1,AIRBNB,157.26,13,CONFIRMED
BK-01165,2025-04-26,2025-04-28,sup-001,1,BOOKING,202.59,3,CONFIRMED
BK-01166,2025-04-26,2025-04-29,sui-001,2,BOOKING,274.51,11,CONFIRMED
BK-01167,2025-04-26,2025-04-29,sup-001,2,EXPEDIA,220.49,19,CONFIRMED
BK-01168,2025-04-26,2025-04-28,sup-001,2,EXPEDIA,207.47,13,CONFIRMED
BK-01169,2025-04-26,2025-04-27,sui-001,2,EXPEDIA,271.86,19,CONFIRMED
BK-01170,2025-04-26,2025-04-27,sui-001,2,BOOKING,289.12,0,NO_SHOW
BK-01171,2025-04-27,2025-05-03,sui-001,2,BOOKING,228.48,18,CONFIRMED
BK-01172,2025-04-27,2025-04-28,dob-001,1,EXPEDIA,130.6,6,CONFIRMED
BK-01173,2025-04-27,2025-04-29,dob-001,2,BOOKING,127.56,5,CONFIRMED
BK-01174,2025-04-27,2025-04-29,dob-001,1,DIRECT,146.1,0,CONFIRMED
BK-01175,2025-04-27,2025-04-28,sup-001,2,EXPEDIA,178.18,10,CONFIRMED
BK-01176,2025-04-27,2025-04-30,dob-001,1,AIRBNB,121.38,6,CANCELLED
BK-01177,2025-04-27,2025-05-02,dob-001,2,EXPEDIA,125.85,2,CANCELLED
BK-01178,2025-04-27,2025-04-29,dob-001,2,EXPEDIA,130.35,1,CONFIRMED
BK-01179,2025-04-27,2025-04-29,sup-001,2,EXPEDIA,173.11,3,CONFIRMED
BK-01180,2025-04-28,2025-04-29,dob-001,2,DIRECT,142.7,2,CONFIRMED
BK-01181,2025-04-28,2025-04-30,dob-001,1,BOOKING,131.79,8,CONFIRMED
BK-01182,2025-04-28,2025-04-29,sup-001,1,BOOKING,177.47,2,CONFIRMED
BK-01183,2025-04-28,2025-04-29,sup-001,1,EXPEDIA,170.31,0,CONFIRMED
BK-01184,2025-04-28,2025-04-30,dob-001,2,EXPEDIA,135.34,4,CONFIRMED
BK-01185,2025-04-28,2025-05-01,sui-001,2,DIRECT,240.08,0,CONFIRMED
BK-01186,2025-04-28,2025-04-29,dob-001,2,DIRECT,135.93,2,CONFIRMED
BK-01187,2025-04-28,2025-04-30,sui-001,2,BOOKING,226.39,7,CONFIRMED
BK-01188,2025-04-28,2025-04-30,sui-001,3,EXPEDIA,232.78,6,CONFIRMED
BK-01189,2025-04-29,2025-05-01,sup-001,2,AIRBNB,167.15,7,CONFIRMED
BK-01190,2025-04-29,2025-04-30,dob-001,2,DIRECT,144.02,10,CANCELLED
BK-01191,2025-04-29,2025-04-30,dob-001,2,DIRECT,148.31,6,CONFIRMED
BK-01192,2025-04-29,2025-04-30,dob-001,2,DIRECT,143.07,13,CONFIRMED
BK-01193,2025-04-29,2025-05-01,dob-001,2,AIRBNB,129.42,0,CONFIRMED
BK-01194,2025-04-29,2025-04-30,sup-001,2,DIRECT,175.41,14,CONFIRMED
BK-01195,2025-04-29,2025-04-30,sup-001,1,DIRECT,181.61,16,CONFIRMED
BK-01196,2025-04-29,2025-04-30,dob-001,1,AIRBNB,123.86,11,CONFIRMED
BK-01197,2025-04-29,2025-04-30,sui-001,3,DIRECT,257.5,6,CONFIRMED
BK-01198,2025-04-30,2025-05-02,dob-001,2,EXPEDIA,133.42,1,CONFIRMED
BK-01199,2025-04-30,2025-05-01,sui-001,2,AIRBNB,220.15,5,CONFIRMED
BK-01200,2025-04-30,2025-05-03,sup-001,1,BOOKING,170.73,0,CONFIRMED
BK-01201,2025-04-30,2025-05-01,dob-001,2,BOOKING,134.74,4,CONFIRMED
BK-01202,2025-04-30,2025-05-02,dob-001,1,EXPEDIA,135.94,0,NO_SHOW
BK-01203,2025-04-30,2025-05-01,dob-001,2,BOOKING,136.72,9,CONFIRMED
BK-01204,2025-04-30,2025-05-01,sui-001,1,DIRECT,255.22,1,CONFIRMED
BK-01205,2025-04-30,2025-05-01,sui-001,3,DIRECT,261.01,0,CONFIRMED
BK-01206,2025-04-30,2025-05-02,dob-001,2,EXPEDIA,138.57,7,CONFIRMED
BK-01207,2025-05-01,2025-05-03,sui-001,2,BOOKING,289.24,29,CANCELLED
BK-01208,2025-05-01,2025-05-02,sup-001,2,EXPEDIA,217.21,6,CONFIRMED
BK-01209,2025-05-01,2025-05-03,dob-001,2,BOOKING,157.55,43,CONFIRMED
BK-01210,2025-05-01,2025-05-04,dob-001,2,BOOKING,160.04,17,CONFIRMED
BK-01211,2025-05-01,2025-05-02,dob-001,1,AIRBNB,150.81,30,CONFIRMED
BK-01212,2025-05-01,2025-05-02,dob-001,2,EXPEDIA,158.84,22,CONFIRMED
BK-01213,2025-05-01,2025-05-03,sui-001,1,EXPEDIA,279.41,17,CONFIRMED
BK-01214,2025-05-01,2025-05-02,sup-001,1,BOOKING,202.68,18,CONFIRMED
BK-01215,2025-05-01,2025-05-02,dob-001,1,BOOKING,161.8,34,CONFIRMED
BK-01216,2025-05-01,2025-05-03,dob-001,1,DIRECT,173.71,36,CONFIRMED
BK-01217,2025-05-01,2025-05-04,dob-001,2,DIRECT,173.8,37,CONFIRMED
BK-01218,2025-05-01,2025-05-04,dob-001,1,DIRECT,173.11,41,CONFIRMED
BK-01219,2025-05-01,2025-05-04,sup-001,1,DIRECT,224.21,24,CONFIRMED
BK-01220,2025-05-01,2025-05-03,sup-001,2,EXPEDIA,217.24,19,CONFIRMED
BK-01221,2025-05-02,2025-05-06,dob-001,1,EXPEDIA,157.02,15,CONFIRMED
BK-01222,2025-05-02,2025-05-04,dob-001,2,DIRECT,184.0,15,CONFIRMED
BK-01223,2025-05-02,2025-05-03,sup-001,2,DIRECT,227.12,14,CONFIRMED
BK-01224,2025-05-02,2025-05-04,dob-001,2,AIRBNB,159.45,19,CONFIRMED
BK-01225,2025-05-02,2025-05-04,dob-001,2,EXPEDIA,164.11,27,CONFIRMED
BK-01226,2025-05-02,2025-05-03,sup-001,1,DIRECT,236.6,42,NO_SHOW
BK-01227,2025-05-02,2025-05-04,dob-001,1,DIRECT,170.92,9,CONFIRMED
BK-01228,2025-05-02,2025-05-04,dob-001,2,BOOKING,158.87,27,CONFIRMED
BK-01229,2025-05-02,2025-05-03,dob-001,1,BOOKING,166.6,17,CONFIRMED
BK-01230,2025-05-02,2025-05-04,dob-001,1,AIRBNB,161.42,14,CONFIRMED
BK-01231,2025-05-02,2025-05-03,dob-001,1,DIRECT,179.87,19,CONFIRMED
BK-01232,2025-05-02,2025-05-04,dob-001,1,BOOKING,157.91,7,CONFIRMED
BK-01233,2025-05-02,2025-05-05,dob-001,2,DIRECT,178.34,0,CONFIRMED
BK-01234,2025-05-03,2025-05-05,dob-001,1,AIRBNB,152.07,2,CONFIRMED
BK-01235,2025-05-03,2025-05-08,sup-001,2,DIRECT,221.25,18,CONFIRMED
